Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role,PC1,PC2,PC3
Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG,5,Perimeter Scorer,-4.102840872336797,1.138105590906657,-4.201817126906744
Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG,5,Perimeter Scorer,-4.102840872336797,1.138105590906657,-4.201817126906744
Reggie Evans,106,2014-15,103.0,13.0,-0.1,1.2,11.7,34.0,SAC,NBA,47.0,7.0,764.0,3.8,9.0,3.8,8.9,0.0,0.1,4.0,6.4,6.4,13.3,19.7,2.1,1.4,0.3,3.0,6.0,11.6,0.423,0.43,0.0,0.423,0.619,0.49,2014,PF,3,Backup Inside Big,-0.4903925335727017,-4.777262618397346,-2.709999244055677
Tyreke Evans,107,2014-15,103.0,26.1,2.6,4.6,17.7,25.0,NOP,NBA,79.0,76.0,2690.0,10.2,22.8,8.8,18.3,1.3,4.4,3.9,5.7,1.6,6.5,8.1,10.2,2.0,0.7,4.8,3.9,25.6,0.447,0.48200000000000004,0.304,0.47700000000000004,0.6940000000000001,0.508,2014,SG,2,Do It All,2.388919800487219,2.7500318580944705,-2.068905503424545
Dante Exum,109,2014-15,90.0,13.8,-0.8,-0.1,5.7,19.0,UTA,NBA,82.0,41.0,1817.0,4.2,12.2,1.8,4.4,2.4,7.7,0.6,0.9,0.8,3.0,3.8,5.8,1.2,0.4,3.4,4.3,11.5,0.349,0.408,0.314,0.44799999999999995,0.625,0.457,2014,PG,5,Perimeter Scorer,-6.045205948368722,-0.44993088809129167,-1.2037115574188477
Festus Ezeli,99,2014-15,111.0,17.7,0.0,1.7,16.2,25.0,GSW,NBA,46.0,7.0,504.0,7.4,13.5,7.4,13.5,0.0,0.0,4.7,7.6,5.8,9.2,15.0,0.9,0.7,4.1,3.1,7.5,19.5,0.547,0.547,0.0,0.547,0.628,0.58,2014,C,9,Elite Inside Big,3.8491417165545565,-4.898072227309259,-0.917231903827194
Kenneth Faried,106,2014-15,111.0,20.3,1.4,5.6,18.4,25.0,DEN,NBA,75.0,71.0,2086.0,8.9,17.6,8.9,17.4,0.0,0.2,4.8,6.9,5.8,10.2,16.0,2.1,1.5,1.4,2.8,5.1,22.6,0.507,0.511,0.125,0.507,0.691,0.5479999999999999,2014,PF,9,Elite Inside Big,4.108591270727843,-1.963292889745721,-1.1598301309391876
Jordan Farmar,108,2014-15,101.0,16.6,0.0,0.6,9.9,28.0,LAC,NBA,36.0,0.0,529.0,5.8,15.1,2.5,5.8,3.4,9.3,1.0,1.1,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,0.386,0.426,0.361,0.4970000000000001,0.909,0.513,2014,PG,1,3&D,-4.16673477253766,1.0762643525008413,0.6215396094983102
Derrick Favors,102,2014-15,113.0,23.8,2.6,8.3,21.8,23.0,UTA,NBA,74.0,74.0,2280.0,11.2,21.4,11.2,21.2,0.0,0.1,5.2,7.7,4.6,9.6,14.1,2.6,1.4,2.9,2.8,4.9,27.6,0.525,0.527,0.16699999999999998,0.526,0.669,0.5579999999999999,2014,PF,6,Star Inside Big,6.4219796549208645,-0.8723991050567165,-1.0859930974556633
Evan Fournier,111,2014-15,105.0,19.7,-0.1,2.1,12.4,22.0,ORL,NBA,58.0,32.0,1661.0,7.8,17.7,5.2,10.8,2.6,6.9,3.3,4.5,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,0.44,0.48,0.37799999999999995,0.514,0.728,0.546,2014,SG,1,3&D,-1.4013326501285575,1.42462862748377,0.7284817079221702
Randy Foye,111,2014-15,102.0,19.3,0.2,1.0,11.0,31.0,DEN,NBA,50.0,21.0,1087.0,6.8,18.5,2.5,6.4,4.3,12.1,2.1,2.5,0.4,3.5,3.9,5.5,1.6,0.5,2.8,4.5,20.0,0.368,0.38799999999999996,0.35700000000000004,0.485,0.818,0.51,2014,SG,1,3&D,-3.7997460201922344,2.3755550523357494,0.5201057800284656
Jimmer Fredette,111,2014-15,97.0,19.6,-0.4,0.2,9.8,25.0,NOP,NBA,50.0,0.0,509.0,6.5,17.1,5.6,12.2,0.9,5.0,4.4,4.6,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,0.38,0.45799999999999996,0.188,0.40700000000000003,0.956,0.479,2014,PG,5,Perimeter Scorer,-2.467582683863979,1.5762115367931817,-2.1679979331374755
Joel Freeland,102,2014-15,109.0,13.4,0.0,1.6,12.2,27.0,POR,NBA,48.0,8.0,617.0,6.1,12.5,6.1,12.5,0.0,0.0,1.7,2.1,5.1,10.7,15.8,1.3,0.7,1.9,1.9,7.7,14.0,0.49,0.49,0.0,0.49,0.84,0.522,2014,C,3,Backup Inside Big,0.4853766112027864,-4.991700408101145,-0.9287456585893396
Channing Frye,108,2014-15,101.0,14.1,0.5,2.1,9.5,31.0,ORL,NBA,75.0,51.0,1870.0,5.2,13.3,1.5,3.9,3.7,9.5,0.8,1.0,0.7,7.3,8.0,2.6,1.3,1.1,2.1,5.2,15.0,0.392,0.39,0.39299999999999996,0.532,0.8859999999999999,0.546,2014,PF,1,3&D,-3.9336475859715847,-0.39503758107748704,1.7589755960357734
Danilo Gallinari,109,2014-15,114.0,21.5,1.2,3.9,16.8,26.0,DEN,NBA,59.0,27.0,1426.0,8.0,19.9,4.2,9.4,3.7,10.5,6.0,6.7,1.1,6.5,7.6,2.9,1.6,0.7,2.0,3.3,25.7,0.401,0.45299999999999996,0.355,0.496,0.895,0.563,2014,SF,7,Elite Wing,0.13604138431523607,2.759188581238971,1.509620545741917
Langston Galloway,111,2014-15,101.0,19.2,0.3,1.3,12.3,23.0,NYK,NBA,45.0,41.0,1457.0,7.4,18.5,5.1,12.1,2.2,6.4,2.3,2.8,1.3,5.5,6.9,5.4,1.9,0.4,2.2,4.7,19.3,0.39899999999999997,0.424,0.35200000000000004,0.46,0.8079999999999999,0.489,2014,PG,1,3&D,-2.186474507190328,1.1304405235713644,-0.8269319398507305
Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF,3,Backup Inside Big,1.2064919349125816,-2.500917061292114,-2.3330300681881346
Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF,3,Backup Inside Big,1.2064919349125816,-2.500917061292114,-2.3330300681881346
Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF,3,Backup Inside Big,1.2064919349125816,-2.500917061292114,-2.3330300681881346
Marc Gasol,100,2014-15,111.0,24.6,4.6,10.2,21.7,30.0,MEM,NBA,81.0,81.0,2687.0,10.3,20.8,10.2,20.5,0.1,0.3,6.8,8.5,2.2,10.0,12.2,6.0,1.4,2.5,3.4,4.0,27.4,0.494,0.5,0.17600000000000002,0.496,0.795,0.5579999999999999,2014,C,6,Star Inside Big,6.243283886442345,0.8910295806355376,-1.1213903669194294
Pau Gasol,101,2014-15,112.0,24.7,3.2,10.4,22.7,34.0,CHI,NBA,78.0,78.0,2681.0,11.0,22.2,10.8,21.7,0.2,0.5,5.7,7.1,4.2,13.5,17.7,4.1,0.5,2.8,3.0,2.8,27.9,0.494,0.495,0.462,0.5,0.8029999999999999,0.55,2014,PF,4,Superstar,6.583701021320646,0.3863280104601718,-0.8318843118468107
Rudy Gay,110,2014-15,110.0,27.0,2.5,6.1,19.7,28.0,SAC,NBA,68.0,67.0,2408.0,10.6,23.3,9.0,18.7,1.7,4.6,7.0,8.2,2.0,6.3,8.3,5.2,1.5,0.9,3.8,3.3,29.9,0.455,0.479,0.359,0.491,0.858,0.556,2014,SF,8,All Star,3.713633594235136,3.549181961005835,-0.6518490147789527
Alonzo Gee,107,2014-15,106.0,16.7,0.2,1.2,13.0,27.0,TOT,NBA,54.0,2.0,662.0,6.6,14.1,5.6,11.4,1.0,2.7,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.46799999999999997,0.49,0.371,0.503,0.701,0.5479999999999999,2014,SF,1,3&D,-0.5421294611011334,-0.6501512498544174,-0.1169088834903912
Alonzo Gee,107,2014-15,106.0,16.7,0.2,1.2,13.0,27.0,TOT,NBA,54.0,2.0,662.0,6.6,14.1,5.6,11.4,1.0,2.7,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.46799999999999997,0.49,0.371,0.503,0.701,0.5479999999999999,2014,SF,1,3&D,-0.5421294611011334,-0.6501512498544174,-0.1169088834903912
Alonzo Gee,107,2014-15,106.0,16.7,0.2,1.2,13.0,27.0,TOT,NBA,54.0,2.0,662.0,6.6,14.1,5.6,11.4,1.0,2.7,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.46799999999999997,0.49,0.371,0.503,0.701,0.5479999999999999,2014,SF,1,3&D,-0.5421294611011334,-0.6501512498544174,-0.1169088834903912
Taj Gibson,104,2014-15,112.0,17.6,1.1,4.8,16.1,29.0,CHI,NBA,62.0,17.0,1692.0,7.8,15.5,7.8,15.5,0.0,0.0,4.0,5.6,5.0,7.2,12.1,2.2,1.1,2.3,2.4,5.0,19.6,0.502,0.502,0.0,0.502,0.7170000000000001,0.545,2014,PF,9,Elite Inside Big,2.677226658186148,-2.69739500103018,-0.8223260172388472
Manu Ginóbili,102,2014-15,103.0,23.9,1.5,3.7,16.2,37.0,SAS,NBA,70.0,0.0,1587.0,8.1,19.0,5.2,10.7,2.9,8.3,4.7,6.6,0.9,5.9,6.8,9.5,2.2,0.6,5.0,4.5,23.8,0.426,0.489,0.345,0.502,0.721,0.544,2014,SG,7,Elite Wing,0.7246175124915794,2.56738784505491,-0.6298968826897625
Rudy Gobert,98,2014-15,122.0,14.0,4.3,9.3,21.6,22.0,UTA,NBA,82.0,37.0,2158.0,6.3,10.5,6.3,10.5,0.0,0.0,4.2,6.7,6.5,12.5,19.1,2.7,1.6,4.7,2.7,4.3,16.9,0.604,0.607,0.0,0.604,0.623,0.627,2014,C,6,Star Inside Big,6.129357048201129,-5.555566435451326,2.233118461562287
Drew Gooden,103,2014-15,103.0,17.0,0.1,1.7,11.9,33.0,WAS,NBA,51.0,7.0,864.0,6.5,16.4,5.2,12.9,1.4,3.5,2.0,2.6,4.3,9.0,13.2,2.9,1.2,0.5,1.7,5.4,16.4,0.39899999999999997,0.401,0.39,0.44,0.773,0.469,2014,PF,1,3&D,-1.4282140363754383,-1.470043814770011,-1.6285058564542232
Archie Goodwin,108,2014-15,94.0,23.4,-0.3,0.2,11.2,20.0,PHO,NBA,41.0,2.0,535.0,7.4,18.7,6.2,14.9,1.1,3.8,5.7,7.7,2.5,4.4,6.9,4.1,1.7,0.8,4.5,5.1,21.5,0.39299999999999996,0.419,0.293,0.423,0.735,0.486,2014,SG,5,Perimeter Scorer,-0.5722603451248071,1.3507186704614795,-3.4929283720953
Aaron Gordon,107,2014-15,101.0,15.5,-0.2,1.0,11.4,19.0,ORL,NBA,47.0,8.0,797.0,6.0,13.3,5.1,10.3,0.8,3.1,2.8,3.9,3.0,7.9,10.8,2.1,1.3,1.4,2.4,5.3,15.6,0.447,0.5,0.271,0.478,0.721,0.517,2014,PF,1,3&D,-1.077886801418581,-2.284242758680352,-0.7271126003487107
Ben Gordon,112,2014-15,98.0,21.8,-0.8,0.3,10.6,31.0,ORL,NBA,56.0,0.0,790.0,8.4,19.1,6.1,12.8,2.3,6.3,3.6,4.3,0.4,3.7,4.1,3.2,0.9,0.1,3.6,3.9,22.6,0.4370000000000001,0.475,0.361,0.4970000000000001,0.836,0.5379999999999999,2014,SG,1,3&D,-1.5239086016544203,2.052902995504327,-0.44925491843390775
Eric Gordon,111,2014-15,106.0,19.8,0.7,2.9,12.7,26.0,NOP,NBA,61.0,60.0,2018.0,7.4,18.1,3.7,9.9,3.7,8.2,2.8,3.5,0.7,3.4,4.1,6.0,1.3,0.4,3.2,3.8,21.3,0.41100000000000003,0.38,0.44799999999999995,0.512,0.805,0.544,2014,SG,7,Elite Wing,-2.1914134448302227,2.523092982977011,0.8020591302684443
Marcin Gortat,100,2014-15,114.0,17.6,2.4,8.6,18.2,30.0,WAS,NBA,82.0,82.0,2453.0,9.2,16.2,9.2,16.1,0.0,0.1,2.6,3.7,3.8,11.2,15.0,2.0,1.0,2.3,2.1,4.0,20.9,0.5660000000000001,0.569,0.0,0.5660000000000001,0.703,0.5870000000000001,2014,C,6,Star Inside Big,4.640357088113754,-3.1933032570102684,0.8695292991111422
Danny Granger,110,2014-15,102.0,15.5,-0.2,0.6,8.6,31.0,MIA,NBA,30.0,6.0,613.0,5.6,14.0,3.0,6.7,2.6,7.2,2.4,3.2,1.7,5.2,6.9,1.5,1.1,0.5,2.1,5.8,16.2,0.401,0.449,0.35700000000000004,0.494,0.757,0.527,2014,SF,5,Perimeter Scorer,-3.2875376107789798,-0.6961902244042039,0.538930968322895
Jerami Grant,106,2014-15,91.0,16.5,-0.5,0.5,8.7,20.0,PHI,NBA,65.0,11.0,1377.0,4.5,12.8,2.7,7.1,1.8,5.7,4.2,7.0,1.8,5.4,7.2,2.9,1.5,2.5,3.1,5.2,15.0,0.35200000000000004,0.38299999999999995,0.314,0.42200000000000004,0.591,0.47,2014,SF,5,Perimeter Scorer,-3.167388998681149,-1.0196884857436221,-2.5160120320264885
Danny Green,100,2014-15,114.0,17.5,4.1,7.8,16.5,27.0,SAS,NBA,81.0,80.0,2312.0,7.1,16.3,2.9,6.2,4.2,10.1,2.5,2.8,1.2,6.4,7.6,3.5,2.2,1.9,2.1,3.6,20.9,0.436,0.466,0.418,0.5660000000000001,0.8740000000000001,0.596,2014,SG,8,All Star,0.15070415238229484,1.0393413733507315,3.535047773219621
Draymond Green,97,2014-15,110.0,17.2,4.4,8.5,16.4,24.0,GSW,NBA,79.0,79.0,2490.0,6.7,15.0,4.5,8.6,2.2,6.5,2.6,3.9,2.2,10.5,12.7,5.7,2.4,1.9,2.6,5.0,18.1,0.44299999999999995,0.523,0.337,0.516,0.66,0.54,2014,PF,8,All Star,1.5032883226657787,-1.133210615727751,1.1604592937589482
Erick Green,112,2014-15,95.0,19.1,-0.3,0.0,8.9,23.0,DEN,NBA,43.0,1.0,410.0,7.4,19.7,5.7,14.0,1.7,5.7,1.2,1.5,0.9,2.9,3.8,4.8,1.5,0.0,1.7,3.2,17.8,0.377,0.409,0.298,0.42,0.833,0.436,2014,PG,5,Perimeter Scorer,-3.791261739527324,1.5310372120628433,-1.870326080773784
Gerald Green,108,2014-15,101.0,28.4,-0.2,1.9,15.4,29.0,PHO,NBA,74.0,4.0,1446.0,11.2,26.8,6.4,13.5,4.7,13.3,3.4,4.1,1.1,5.3,6.4,3.1,1.4,0.4,3.6,5.0,30.5,0.41600000000000004,0.478,0.354,0.504,0.825,0.532,2014,SG,7,Elite Wing,0.23142906608010605,3.997953516244757,-0.19489885857485867
Jeff Green,106,2014-15,106.0,21.9,0.8,5.2,14.4,28.0,TOT,NBA,78.0,70.0,2454.0,8.7,20.2,6.7,14.1,2.0,6.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.43,0.473,0.332,0.48,0.833,0.534,2014,SF,7,Elite Wing,0.6617864277311061,1.9011933728612769,-0.07445162578900105
Jeff Green,106,2014-15,106.0,21.9,0.8,5.2,14.4,28.0,TOT,NBA,78.0,70.0,2454.0,8.7,20.2,6.7,14.1,2.0,6.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.43,0.473,0.332,0.48,0.833,0.534,2014,SF,7,Elite Wing,0.6617864277311061,1.9011933728612769,-0.07445162578900105
Jeff Green,106,2014-15,106.0,21.9,0.8,5.2,14.4,28.0,TOT,NBA,78.0,70.0,2454.0,8.7,20.2,6.7,14.1,2.0,6.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.43,0.473,0.332,0.48,0.833,0.534,2014,SF,7,Elite Wing,0.6617864277311061,1.9011933728612769,-0.07445162578900105
Willie Green,111,2014-15,93.0,17.6,-0.7,-0.1,7.9,33.0,ORL,NBA,52.0,2.0,951.0,6.3,16.5,4.1,9.9,2.3,6.5,1.5,1.8,0.8,3.5,4.2,3.7,1.4,0.3,2.6,4.4,16.5,0.386,0.41100000000000003,0.34700000000000003,0.45399999999999996,0.8240000000000001,0.47700000000000004,2014,SG,5,Perimeter Scorer,-4.199350672081728,0.786297893064067,-1.0891767225384001
Blake Griffin,106,2014-15,113.0,28.4,3.6,9.0,22.8,25.0,LAC,NBA,67.0,67.0,2356.0,12.3,24.6,12.1,24.1,0.2,0.5,6.7,9.2,2.7,8.2,10.9,7.6,1.4,0.8,3.3,4.2,31.6,0.502,0.504,0.4,0.506,0.728,0.551,2014,PF,6,Star Inside Big,6.471720813544354,2.7655657658807797,-1.3218388535428904
P.J. Hairston,104,2014-15,91.0,20.4,-0.3,0.3,9.0,22.0,CHO,NBA,45.0,2.0,687.0,6.5,20.2,2.9,8.0,3.7,12.3,2.3,2.7,1.7,5.3,6.9,1.6,1.6,1.0,1.7,4.6,19.1,0.32299999999999995,0.358,0.301,0.414,0.861,0.446,2014,SG,5,Perimeter Scorer,-4.096657864043966,1.412128747521823,-1.6285969274393433
Justin Hamilton,109,2014-15,114.0,14.2,0.5,1.5,14.6,24.0,TOT,NBA,41.0,14.0,712.0,6.2,12.9,5.4,10.7,0.7,2.2,2.8,3.4,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0.478,0.51,0.32299999999999995,0.506,0.83,0.551,2014,C,2,Do It All,-0.2120280314358696,-2.2149479918191433,0.80125891706058
Justin Hamilton,109,2014-15,114.0,14.2,0.5,1.5,14.6,24.0,TOT,NBA,41.0,14.0,712.0,6.2,12.9,5.4,10.7,0.7,2.2,2.8,3.4,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0.478,0.51,0.32299999999999995,0.506,0.83,0.551,2014,C,2,Do It All,-0.2120280314358696,-2.2149479918191433,0.80125891706058
Justin Hamilton,109,2014-15,114.0,14.2,0.5,1.5,14.6,24.0,TOT,NBA,41.0,14.0,712.0,6.2,12.9,5.4,10.7,0.7,2.2,2.8,3.4,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0.478,0.51,0.32299999999999995,0.506,0.83,0.551,2014,C,2,Do It All,-0.2120280314358696,-2.2149479918191433,0.80125891706058
Tyler Hansbrough,107,2014-15,132.0,10.5,0.4,3.4,13.3,29.0,TOR,NBA,74.0,8.0,1058.0,4.2,8.1,4.2,7.7,0.0,0.3,4.7,6.8,5.2,7.8,13.0,1.0,1.5,0.7,1.0,6.9,13.2,0.521,0.5379999999999999,0.14300000000000002,0.524,0.698,0.597,2014,PF,3,Backup Inside Big,0.8363943109135455,-4.723849641157042,2.0879094204204267
Tim Hardaway,114,2014-15,101.0,23.8,-0.9,0.8,12.1,22.0,NYK,NBA,70.0,30.0,1681.0,8.7,22.5,4.9,11.4,3.8,11.1,3.9,4.9,0.4,4.5,4.9,4.0,0.6,0.4,2.6,3.7,25.2,0.389,0.435,0.342,0.474,0.8009999999999999,0.512,2014,SG,1,3&D,-1.9319620946178893,3.1826537011695155,-0.2554859819213474
James Harden,103,2014-15,118.0,31.3,7.8,16.4,26.7,25.0,HOU,NBA,81.0,81.0,2981.0,10.8,24.5,7.3,15.3,3.5,9.3,11.9,13.7,1.3,6.4,7.7,9.4,2.6,1.0,5.4,3.5,37.0,0.44,0.48,0.375,0.511,0.868,0.605,2014,SG,4,Superstar,7.498047989239927,6.882332974327841,1.0037581321592475
Maurice Harkless,107,2014-15,92.0,13.7,-0.1,0.3,8.4,21.0,ORL,NBA,45.0,4.0,674.0,4.8,12.0,4.0,7.7,0.8,4.2,1.7,3.1,2.9,5.2,8.0,1.9,2.4,0.7,2.0,5.0,12.0,0.39899999999999997,0.52,0.179,0.43,0.537,0.449,2014,SF,5,Perimeter Scorer,-3.3775973631191047,-2.653852292692056,-1.8222189370267041
Devin Harris,108,2014-15,113.0,18.0,1.3,4.2,14.8,31.0,DAL,NBA,76.0,3.0,1685.0,6.6,15.7,3.7,7.7,2.8,8.0,4.0,4.8,0.4,3.7,4.0,7.1,2.3,0.4,2.5,4.4,19.9,0.418,0.48100000000000004,0.35700000000000004,0.509,0.815,0.5589999999999999,2014,PG,7,Elite Wing,-1.2651573186016773,1.711202726919506,1.602782247097466
Gary Harris,109,2014-15,81.0,16.6,-0.4,-0.7,4.9,20.0,DEN,NBA,55.0,6.0,719.0,4.6,15.1,3.1,7.9,1.5,7.2,2.4,3.3,1.5,3.0,4.4,2.0,2.7,0.5,2.6,4.9,13.1,0.304,0.395,0.204,0.353,0.745,0.395,2014,SG,5,Perimeter Scorer,-5.680932819226196,0.1024161538147901,-3.7171746195269564
Joe Harris,111,2014-15,97.0,14.1,-0.3,0.2,5.6,23.0,CLE,NBA,51.0,1.0,493.0,5.1,12.7,1.8,3.8,3.3,8.9,0.9,1.6,0.7,3.6,4.3,2.7,0.7,0.2,2.8,6.5,14.3,0.4,0.47200000000000003,0.369,0.529,0.6,0.537,2014,SG,5,Perimeter Scorer,-4.766926328797395,-0.9760260635943666,1.127705277318398
Tobias Harris,108,2014-15,107.0,22.5,1.0,4.8,16.7,22.0,ORL,NBA,68.0,63.0,2369.0,9.5,20.5,7.7,15.3,1.9,5.2,4.2,5.3,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,0.466,0.5,0.364,0.512,0.7879999999999999,0.551,2014,SF,8,All Star,1.6912984875011092,1.4742422411201082,0.24703228545734998
Udonis Haslem,106,2014-15,102.0,14.6,-0.4,1.4,10.6,34.0,MIA,NBA,62.0,25.0,995.0,5.7,12.7,5.6,12.2,0.1,0.5,2.4,3.4,3.8,9.9,13.7,2.4,1.1,0.7,2.2,6.0,13.8,0.44799999999999995,0.45899999999999996,0.2,0.452,0.703,0.488,2014,PF,3,Backup Inside Big,-1.0133131378432247,-3.296801139400739,-1.8066906507093266
Spencer Hawes,104,2014-15,95.0,17.9,0.0,1.2,9.8,26.0,LAC,NBA,73.0,15.0,1274.0,6.5,16.5,4.3,9.5,2.2,7.0,1.8,2.7,1.2,9.1,10.3,3.5,1.0,2.1,2.4,6.9,16.9,0.39299999999999996,0.452,0.313,0.45899999999999996,0.647,0.478,2014,PF,5,Perimeter Scorer,-2.066539495370469,-1.4962605364076667,-1.4640130494730565
Gordon Hayward,105,2014-15,111.0,26.2,3.6,8.7,20.2,24.0,UTA,NBA,76.0,76.0,2618.0,9.8,22.0,7.4,15.4,2.4,6.7,7.6,9.4,1.1,6.5,7.6,6.3,2.2,0.6,4.2,2.7,29.7,0.445,0.48100000000000004,0.364,0.5,0.812,0.5670000000000001,2014,SF,8,All Star,3.74723323577433,4.106359989042795,0.05645993553485707
Gerald Henderson,106,2014-15,102.0,20.7,0.3,3.6,13.2,27.0,CHO,NBA,80.0,72.0,2315.0,8.3,18.9,7.2,15.9,1.0,3.0,4.1,4.8,0.8,5.3,6.1,4.6,1.1,0.5,2.5,3.0,21.6,0.4370000000000001,0.457,0.331,0.46299999999999997,0.848,0.514,2014,SG,2,Do It All,-0.10012164579835683,1.4126839739126649,-1.0729585804949113
John Henson,98,2014-15,106.0,18.1,1.4,3.6,18.0,24.0,MIL,NBA,67.0,11.0,1228.0,8.1,14.4,8.1,14.4,0.0,0.0,3.2,5.7,5.2,7.8,13.0,2.5,1.2,5.6,3.6,6.3,19.5,0.5660000000000001,0.5660000000000001,0.0,0.5660000000000001,0.569,0.578,2014,C,9,Elite Inside Big,4.355021801792983,-4.647194575023766,-0.7703734201272017
Roy Hibbert,101,2014-15,101.0,21.3,0.5,4.2,15.4,28.0,IND,NBA,76.0,76.0,1926.0,8.5,19.0,8.5,18.9,0.0,0.1,4.5,5.5,4.2,10.3,14.4,2.2,0.5,3.3,2.9,5.8,21.5,0.446,0.44799999999999995,0.0,0.446,0.8240000000000001,0.501,2014,C,9,Elite Inside Big,2.8527075737367817,-2.0827705038601456,-3.159270496976367
J.J. Hickson,106,2014-15,100.0,19.7,-0.3,1.8,14.3,26.0,DEN,NBA,73.0,8.0,1411.0,7.7,16.2,7.7,16.2,0.0,0.1,4.1,7.1,5.3,10.7,16.0,2.0,1.3,1.2,3.4,4.8,19.5,0.475,0.47700000000000004,0.0,0.475,0.5770000000000001,0.504,2014,C,3,Backup Inside Big,2.049829625892433,-2.734610617398901,-3.052901866733589
Nenê Hilário,102,2014-15,100.0,21.8,0.6,3.0,14.3,32.0,WAS,NBA,67.0,58.0,1693.0,9.3,18.2,9.3,18.0,0.0,0.2,3.7,6.1,2.5,7.9,10.4,3.7,2.0,0.7,3.8,5.4,22.3,0.511,0.513,0.2,0.512,0.604,0.534,2014,PF,9,Elite Inside Big,2.4980479809464478,-0.9287045424181017,-2.1952469375055403
George Hill,103,2014-15,117.0,23.8,2.4,5.4,21.5,28.0,IND,NBA,43.0,36.0,1267.0,10.4,21.8,7.6,13.9,2.8,7.8,4.6,5.8,1.0,6.3,7.3,8.9,1.8,0.6,2.8,4.5,28.1,0.47700000000000004,0.544,0.358,0.541,0.79,0.579,2014,PG,8,All Star,2.9517287821882725,2.6871176748597247,1.3965523430821096
Jordan Hill,109,2014-15,101.0,22.7,-0.3,2.2,16.2,27.0,LAL,NBA,70.0,57.0,1874.0,9.7,21.2,9.6,20.9,0.1,0.3,3.4,4.6,4.7,10.4,15.2,2.8,0.9,1.4,2.9,4.5,22.9,0.45899999999999996,0.462,0.273,0.461,0.738,0.494,2014,C,2,Do It All,2.3216773170320044,-0.7916046548869681,-2.9063913263824643
Solomon Hill,105,2014-15,101.0,15.9,1.0,3.5,10.2,23.0,IND,NBA,82.0,78.0,2381.0,5.4,13.7,4.0,9.2,1.5,4.5,3.4,4.2,1.5,5.3,6.8,4.0,1.4,0.4,2.5,3.8,15.8,0.396,0.43,0.327,0.45,0.8240000000000001,0.507,2014,SF,1,3&D,-2.2704052085876056,0.02016676960767335,-0.48532097681062697
