Unnamed: 0,Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Rk,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos
1952,Isaiah Canaan,108,2014-15,103.0,21.6,-0.1,1.4,12.4,2114.0,23.0,TOT,NBA,47.0,21.0,938.0,7.8,20.1,2.9,7.0,4.8,13.1,2.6,3.2,1.0,3.7,4.6,5.2,1.5,0.2,3.3,4.4,23.0,0.386,0.41700000000000004,0.37,0.507,0.8170000000000001,0.534,2014,PG
1953,Isaiah Canaan,108,2014-15,103.0,21.6,-0.1,1.4,12.4,2114.0,23.0,TOT,NBA,47.0,21.0,938.0,7.8,20.1,2.9,7.0,4.8,13.1,2.6,3.2,1.0,3.7,4.6,5.2,1.5,0.2,3.3,4.4,23.0,0.386,0.41700000000000004,0.37,0.507,0.8170000000000001,0.534,2014,PG
1954,Isaiah Canaan,108,2014-15,103.0,21.6,-0.1,1.4,12.4,2114.0,23.0,TOT,NBA,47.0,21.0,938.0,7.8,20.1,2.9,7.0,4.8,13.1,2.6,3.2,1.0,3.7,4.6,5.2,1.5,0.2,3.3,4.4,23.0,0.386,0.41700000000000004,0.37,0.507,0.8170000000000001,0.534,2014,PG
1955,DeMarre Carroll,104,2014-15,117.0,16.9,2.7,7.0,15.9,2116.0,28.0,ATL,NBA,70.0,69.0,2189.0,7.4,15.2,4.6,8.1,2.8,7.1,3.0,4.2,2.3,6.4,8.7,2.8,2.2,0.4,1.8,3.6,20.6,0.48700000000000004,0.5670000000000001,0.395,0.579,0.7020000000000001,0.603,2014,SF
1956,Vince Carter,103,2014-15,94.0,19.9,0.2,1.0,9.6,2117.0,38.0,MEM,NBA,66.0,1.0,1091.0,6.5,19.4,3.2,8.3,3.3,11.1,2.2,2.7,1.3,5.1,6.4,3.8,2.1,0.7,2.1,4.9,18.4,0.33299999999999996,0.379,0.297,0.41700000000000004,0.789,0.445,2014,SG
1957,Michael Carter-Williams,103,2014-15,91.0,26.7,0.7,0.8,14.1,2118.0,23.0,TOT,NBA,66.0,63.0,2149.0,8.5,21.6,7.7,18.0,0.8,3.6,4.7,6.8,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,0.396,0.428,0.235,0.41600000000000004,0.6940000000000001,0.461,2014,PG
1958,Michael Carter-Williams,103,2014-15,91.0,26.7,0.7,0.8,14.1,2118.0,23.0,TOT,NBA,66.0,63.0,2149.0,8.5,21.6,7.7,18.0,0.8,3.6,4.7,6.8,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,0.396,0.428,0.235,0.41600000000000004,0.6940000000000001,0.461,2014,PG
1959,Michael Carter-Williams,103,2014-15,91.0,26.7,0.7,0.8,14.1,2118.0,23.0,TOT,NBA,66.0,63.0,2149.0,8.5,21.6,7.7,18.0,0.8,3.6,4.7,6.8,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,0.396,0.428,0.235,0.41600000000000004,0.6940000000000001,0.461,2014,PG
1960,Omri Casspi,110,2014-15,110.0,18.7,0.3,2.7,14.4,2119.0,26.0,SAC,NBA,67.0,19.0,1416.0,7.4,15.2,6.2,12.1,1.2,3.1,5.0,6.8,1.9,7.3,9.2,3.6,1.1,0.3,3.1,3.8,21.1,0.489,0.512,0.402,0.53,0.733,0.58,2014,SF
1961,Mario Chalmers,107,2014-15,100.0,18.9,0.6,2.8,11.7,2120.0,28.0,MIA,NBA,80.0,37.0,2368.0,6.0,14.8,4.3,9.3,1.6,5.5,4.6,5.9,0.5,4.1,4.6,6.8,2.7,0.2,3.9,5.6,18.1,0.40299999999999997,0.467,0.294,0.45799999999999996,0.774,0.521,2014,PG
1962,Tyson Chandler,103,2014-15,133.0,12.8,3.6,10.3,20.1,2121.0,32.0,DAL,NBA,75.0,75.0,2286.0,6.5,9.7,6.5,9.7,0.0,0.0,4.1,5.7,6.5,12.6,19.1,1.9,0.9,2.0,2.3,3.7,17.0,0.6659999999999999,0.6659999999999999,0.0,0.6659999999999999,0.72,0.6970000000000001,2014,C
1963,Wilson Chandler,109,2014-15,104.0,20.1,1.3,3.6,13.2,2122.0,27.0,DEN,NBA,78.0,75.0,2471.0,8.4,19.7,5.6,11.5,2.8,8.2,2.2,2.9,1.9,7.7,9.6,2.7,1.2,0.6,2.2,4.7,21.9,0.429,0.49,0.342,0.5,0.775,0.523,2014,SF
1964,Jordan Clarkson,112,2014-15,107.0,23.0,0.6,2.4,16.9,2127.0,22.0,LAL,NBA,59.0,38.0,1476.0,9.2,20.6,7.9,16.4,1.3,4.2,4.5,5.5,1.9,4.7,6.6,7.1,1.8,0.4,3.3,3.8,24.3,0.44799999999999995,0.48200000000000004,0.314,0.48,0.8290000000000001,0.528,2014,PG
1965,Norris Cole,109,2014-15,99.0,17.5,-0.5,1.4,10.9,2129.0,26.0,TOT,NBA,75.0,25.0,1831.0,6.6,16.1,5.0,11.0,1.6,5.1,1.7,2.3,0.4,4.2,4.6,7.3,1.6,0.4,2.8,3.6,16.5,0.41200000000000003,0.45799999999999996,0.313,0.461,0.716,0.483,2014,PG
1966,Norris Cole,109,2014-15,99.0,17.5,-0.5,1.4,10.9,2129.0,26.0,TOT,NBA,75.0,25.0,1831.0,6.6,16.1,5.0,11.0,1.6,5.1,1.7,2.3,0.4,4.2,4.6,7.3,1.6,0.4,2.8,3.6,16.5,0.41200000000000003,0.45799999999999996,0.313,0.461,0.716,0.483,2014,PG
1967,Norris Cole,109,2014-15,99.0,17.5,-0.5,1.4,10.9,2129.0,26.0,TOT,NBA,75.0,25.0,1831.0,6.6,16.1,5.0,11.0,1.6,5.1,1.7,2.3,0.4,4.2,4.6,7.3,1.6,0.4,2.8,3.6,16.5,0.41200000000000003,0.45799999999999996,0.313,0.461,0.716,0.483,2014,PG
1968,Darren Collison,110,2014-15,112.0,20.9,1.4,3.8,17.5,2130.0,27.0,SAC,NBA,45.0,45.0,1565.0,8.4,17.7,6.4,12.5,1.9,5.2,4.7,5.9,0.6,4.0,4.6,8.1,2.2,0.5,3.6,3.1,23.3,0.473,0.514,0.373,0.527,0.7879999999999999,0.575,2014,PG
1969,Nick Collison,105,2014-15,108.0,12.8,0.6,2.2,11.2,2131.0,34.0,OKC,NBA,66.0,2.0,1101.0,4.8,11.5,4.1,8.8,0.7,2.7,2.0,3.0,4.1,7.3,11.4,4.1,1.6,1.1,2.0,7.1,12.4,0.419,0.466,0.267,0.451,0.6920000000000001,0.485,2014,PF
1970,Mike Conley,104,2014-15,110.0,23.7,2.6,6.8,18.6,2132.0,27.0,MEM,NBA,70.0,70.0,2225.0,9.2,20.7,6.7,14.2,2.5,6.5,5.0,5.8,0.7,4.2,4.9,8.8,2.1,0.3,3.7,3.3,26.0,0.446,0.473,0.386,0.506,0.8590000000000001,0.5579999999999999,2014,PG
1971,Chris Copeland,106,2014-15,88.0,21.3,-0.5,-0.1,7.4,2134.0,30.0,IND,NBA,50.0,12.0,828.0,7.0,19.3,3.7,8.9,3.2,10.4,2.1,2.8,1.4,5.5,6.9,3.2,0.7,0.7,3.7,4.9,19.2,0.361,0.42,0.311,0.445,0.733,0.46799999999999997,2014,SF
1972,DeMarcus Cousins,101,2014-15,104.0,34.1,3.4,6.0,25.2,2136.0,24.0,SAC,NBA,59.0,59.0,2013.0,12.5,26.7,12.4,26.5,0.1,0.2,10.6,13.5,4.6,14.1,18.7,5.3,2.3,2.6,6.4,6.0,35.5,0.467,0.469,0.25,0.46799999999999997,0.782,0.545,2014,C
1973,Robert Covington,104,2014-15,104.0,21.8,1.1,4.0,14.7,2137.0,24.0,PHI,NBA,70.0,49.0,1956.0,7.7,19.4,3.4,7.9,4.3,11.4,4.6,5.6,1.7,6.4,8.1,2.7,2.5,0.8,3.3,4.8,24.2,0.396,0.426,0.374,0.506,0.82,0.5539999999999999,2014,SF
1974,Allen Crabbe,105,2014-15,108.0,11.5,0.3,1.3,8.7,2138.0,22.0,POR,NBA,51.0,9.0,683.0,4.7,11.4,2.5,5.1,2.2,6.3,0.9,1.2,0.5,4.9,5.4,2.9,1.4,1.1,1.1,5.5,12.5,0.41200000000000003,0.485,0.353,0.51,0.75,0.525,2014,SG
1975,Jamal Crawford,109,2014-15,106.0,27.6,0.4,3.6,16.6,2139.0,34.0,LAC,NBA,64.0,4.0,1703.0,9.9,25.0,6.3,14.1,3.5,10.8,6.8,7.5,0.5,3.2,3.7,4.7,1.8,0.4,2.7,3.2,30.1,0.396,0.44799999999999995,0.327,0.467,0.9009999999999999,0.532,2014,SG
1976,Jae Crowder,104,2014-15,108.0,17.5,1.1,3.9,13.9,2140.0,24.0,TOT,NBA,82.0,17.0,1647.0,7.0,16.6,5.1,10.3,1.9,6.3,3.3,4.3,2.2,6.7,8.9,2.9,2.2,0.8,1.5,4.2,19.1,0.42,0.499,0.293,0.47600000000000003,0.773,0.517,2014,SF
1977,Jae Crowder,104,2014-15,108.0,17.5,1.1,3.9,13.9,2140.0,24.0,TOT,NBA,82.0,17.0,1647.0,7.0,16.6,5.1,10.3,1.9,6.3,3.3,4.3,2.2,6.7,8.9,2.9,2.2,0.8,1.5,4.2,19.1,0.42,0.499,0.293,0.47600000000000003,0.773,0.517,2014,SF
1978,Jae Crowder,104,2014-15,108.0,17.5,1.1,3.9,13.9,2140.0,24.0,TOT,NBA,82.0,17.0,1647.0,7.0,16.6,5.1,10.3,1.9,6.3,3.3,4.3,2.2,6.7,8.9,2.9,2.2,0.8,1.5,4.2,19.1,0.42,0.499,0.293,0.47600000000000003,0.773,0.517,2014,SF
1979,Dante Cunningham,108,2014-15,102.0,10.9,0.2,1.6,8.9,2141.0,27.0,NOP,NBA,66.0,27.0,1652.0,4.9,10.8,4.9,10.5,0.0,0.3,0.9,1.5,2.2,5.9,8.1,1.6,1.5,1.2,1.1,3.2,10.8,0.457,0.46799999999999997,0.1,0.45899999999999996,0.617,0.473,2014,PF
1980,Stephen Curry,101,2014-15,122.0,28.9,7.9,15.7,28.0,2144.0,26.0,GSW,NBA,80.0,80.0,2613.0,12.2,25.1,6.9,13.0,5.3,12.1,5.8,6.3,1.0,5.3,6.4,11.6,3.0,0.3,4.7,3.0,35.5,0.48700000000000004,0.528,0.44299999999999995,0.594,0.914,0.638,2014,PG
1981,Samuel Dalembert,104,2014-15,90.0,15.0,0.0,0.3,11.8,2145.0,33.0,NYK,NBA,32.0,21.0,544.0,5.5,12.6,5.5,12.6,0.0,0.0,1.4,1.9,5.1,11.1,16.3,2.8,1.4,4.0,3.8,6.8,12.4,0.43799999999999994,0.43799999999999994,0.0,0.43799999999999994,0.7,0.461,2014,C
1982,Brandon Davies,106,2014-15,94.0,18.9,-0.1,0.2,10.5,2148.0,23.0,TOT,NBA,27.0,6.0,423.0,6.5,16.3,5.6,12.2,1.0,4.0,2.9,4.4,4.5,5.4,9.9,3.6,2.1,0.8,3.4,7.0,16.9,0.401,0.456,0.235,0.431,0.649,0.46299999999999997,2014,PF
1983,Brandon Davies,106,2014-15,94.0,18.9,-0.1,0.2,10.5,2148.0,23.0,TOT,NBA,27.0,6.0,423.0,6.5,16.3,5.6,12.2,1.0,4.0,2.9,4.4,4.5,5.4,9.9,3.6,2.1,0.8,3.4,7.0,16.9,0.401,0.456,0.235,0.431,0.649,0.46299999999999997,2014,PF
1984,Brandon Davies,106,2014-15,94.0,18.9,-0.1,0.2,10.5,2148.0,23.0,TOT,NBA,27.0,6.0,423.0,6.5,16.3,5.6,12.2,1.0,4.0,2.9,4.4,4.5,5.4,9.9,3.6,2.1,0.8,3.4,7.0,16.9,0.401,0.456,0.235,0.431,0.649,0.46299999999999997,2014,PF
1985,Anthony Davis,100,2014-15,122.0,27.8,5.7,14.0,30.8,2149.0,21.0,NOP,NBA,68.0,68.0,2455.0,13.7,25.7,13.7,25.4,0.0,0.3,7.9,9.9,3.7,11.2,14.9,3.2,2.1,4.3,2.0,3.0,35.4,0.535,0.54,0.083,0.536,0.805,0.591,2014,PF
1986,Ed Davis,107,2014-15,124.0,14.8,2.3,6.3,20.0,2150.0,25.0,LAL,NBA,79.0,24.0,1840.0,7.8,13.0,7.8,13.0,0.0,0.0,2.6,5.2,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,0.601,0.601,0.0,0.601,0.48700000000000004,0.594,2014,PF
1987,Glen Davis,104,2014-15,100.0,16.7,-0.1,1.4,10.8,2151.0,29.0,LAC,NBA,74.0,0.0,904.0,6.6,14.3,6.6,14.1,0.0,0.2,3.4,5.3,2.4,7.1,9.5,2.2,2.3,1.2,2.2,7.4,16.5,0.45899999999999996,0.466,0.0,0.45899999999999996,0.632,0.495,2014,PF
1988,Dewayne Dedmon,104,2014-15,107.0,13.0,-0.3,1.7,13.3,2154.0,25.0,ORL,NBA,59.0,15.0,845.0,5.5,9.8,5.5,9.7,0.0,0.1,2.1,3.9,7.1,10.7,17.9,0.5,1.0,3.0,3.1,8.5,13.1,0.562,0.565,0.0,0.562,0.531,0.568,2014,C
1989,Matthew Dellavedova,111,2014-15,109.0,12.6,-0.2,1.9,8.5,2155.0,24.0,CLE,NBA,67.0,13.0,1380.0,4.2,11.6,1.6,5.3,2.6,6.3,1.1,1.4,1.4,3.4,4.7,7.7,0.9,0.1,2.3,5.7,12.0,0.36200000000000004,0.307,0.40700000000000003,0.47200000000000003,0.763,0.493,2014,SG
1990,Luol Deng,109,2014-15,110.0,19.5,1.5,5.4,15.5,2156.0,29.0,MIA,NBA,72.0,72.0,2421.0,8.0,17.2,6.3,12.4,1.7,4.8,4.2,5.5,2.2,6.0,8.2,3.0,1.4,0.5,2.4,2.4,22.0,0.469,0.513,0.355,0.518,0.7609999999999999,0.561,2014,SF
1991,DeMar DeRozan,109,2014-15,104.0,28.4,0.2,4.0,17.4,2157.0,25.0,TOR,NBA,60.0,60.0,2100.0,10.1,24.4,9.5,22.2,0.6,2.2,8.9,10.7,1.0,5.8,6.8,5.2,1.8,0.3,3.4,3.0,29.6,0.413,0.426,0.284,0.426,0.8320000000000001,0.51,2014,SG
1992,Boris Diaw,105,2014-15,103.0,18.3,1.1,3.6,12.7,2158.0,32.0,SAS,NBA,81.0,15.0,1984.0,7.5,16.3,6.1,11.9,1.4,4.4,1.9,2.4,2.0,7.0,9.0,6.0,0.9,0.6,3.3,3.8,18.3,0.46,0.512,0.32,0.503,0.774,0.526,2014,PF
1993,Gorgui Dieng,108,2014-15,113.0,15.0,2.5,4.9,17.2,2159.0,25.0,MIN,NBA,73.0,49.0,2193.0,6.0,11.9,6.0,11.7,0.0,0.1,4.4,5.7,5.2,8.9,14.1,3.4,1.6,2.9,2.9,4.4,16.5,0.506,0.51,0.16699999999999998,0.507,0.7829999999999999,0.573,2014,C
1994,Spencer Dinwiddie,107,2014-15,92.0,21.1,-0.2,0.1,10.2,2160.0,21.0,DET,NBA,34.0,1.0,455.0,5.8,19.2,4.4,11.8,1.4,7.4,3.5,3.9,0.5,5.0,5.5,11.8,2.2,0.7,3.8,6.0,16.5,0.302,0.375,0.185,0.337,0.912,0.39399999999999996,2014,PG
1995,Joey Dorsey,100,2014-15,103.0,11.3,0.1,1.9,11.1,2161.0,31.0,HOU,NBA,69.0,17.0,854.0,4.7,8.4,4.7,8.4,0.0,0.1,1.4,4.8,6.0,10.2,16.2,1.5,2.3,1.5,2.4,9.1,10.7,0.552,0.556,0.0,0.552,0.289,0.507,2014,PF
1996,Goran Dragić,110,2014-15,112.0,21.8,2.1,6.8,17.4,2164.0,28.0,TOT,NBA,78.0,78.0,2640.0,9.7,19.3,7.9,14.3,1.7,5.0,3.5,4.5,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,0.501,0.555,0.34700000000000003,0.546,0.774,0.5770000000000001,2014,SG-PG
1997,Goran Dragić,110,2014-15,112.0,21.8,2.1,6.8,17.4,2164.0,28.0,TOT,NBA,78.0,78.0,2640.0,9.7,19.3,7.9,14.3,1.7,5.0,3.5,4.5,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,0.501,0.555,0.34700000000000003,0.546,0.774,0.5770000000000001,2014,SG
1998,Goran Dragić,110,2014-15,112.0,21.8,2.1,6.8,17.4,2164.0,28.0,TOT,NBA,78.0,78.0,2640.0,9.7,19.3,7.9,14.3,1.7,5.0,3.5,4.5,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,0.501,0.555,0.34700000000000003,0.546,0.774,0.5770000000000001,2014,PG
1999,Andre Drummond,100,2014-15,107.0,22.0,1.2,7.7,21.4,2167.0,21.0,DET,NBA,82.0,82.0,2502.0,10.2,19.9,10.2,19.8,0.0,0.0,2.9,7.5,9.0,13.8,22.8,1.1,1.5,3.2,2.5,5.9,23.4,0.514,0.515,0.0,0.514,0.389,0.504,2014,C
2000,Jared Dudley,104,2014-15,112.0,13.5,1.1,4.1,12.3,2168.0,29.0,MIL,NBA,72.0,22.0,1717.0,5.9,12.6,3.7,6.9,2.2,5.7,1.4,2.0,1.3,5.2,6.5,3.9,2.1,0.3,1.8,3.4,15.4,0.46799999999999997,0.537,0.385,0.556,0.716,0.5720000000000001,2014,SG
2001,Tim Duncan,97,2014-15,113.0,22.2,4.2,9.6,22.6,2169.0,38.0,SAS,NBA,77.0,77.0,2227.0,9.6,18.8,9.6,18.7,0.0,0.2,5.3,7.1,3.9,12.3,16.2,5.3,1.4,3.5,3.0,3.8,24.6,0.512,0.514,0.28600000000000003,0.513,0.74,0.56,2014,C
2002,Mike Dunleavy,106,2014-15,113.0,14.2,1.1,4.1,11.6,2170.0,34.0,CHI,NBA,63.0,63.0,1838.0,5.9,13.5,2.9,6.1,3.0,7.4,2.0,2.4,0.8,6.2,7.0,3.2,1.1,0.6,1.7,3.5,16.7,0.435,0.46799999999999997,0.40700000000000003,0.546,0.805,0.573,2014,SF
2003,Kevin Durant,105,2014-15,121.0,29.1,1.9,4.8,27.6,2171.0,26.0,OKC,NBA,27.0,27.0,913.0,13.1,25.6,9.6,16.9,3.5,8.7,8.0,9.4,0.9,8.9,9.8,6.0,1.3,1.4,4.1,2.2,37.7,0.51,0.565,0.40299999999999997,0.578,0.8540000000000001,0.633,2014,SF
2004,Cleanthony Early,110,2014-15,87.0,19.6,-0.5,-0.4,8.4,2172.0,23.0,NYK,NBA,39.0,7.0,647.0,6.2,17.4,4.4,10.6,1.8,6.8,2.9,3.9,1.8,6.1,7.9,2.9,2.0,1.0,3.3,4.6,17.1,0.355,0.415,0.262,0.40700000000000003,0.75,0.447,2014,SF
2005,Wayne Ellington,114,2014-15,103.0,18.5,-0.4,1.2,11.6,2173.0,27.0,LAL,NBA,65.0,36.0,1675.0,7.7,18.8,5.0,11.4,2.7,7.4,1.6,2.0,0.9,5.5,6.4,3.2,1.0,0.1,1.5,2.3,19.8,0.41200000000000003,0.439,0.37,0.485,0.813,0.504,2014,SG
2006,Monta Ellis,107,2014-15,100.0,27.9,1.3,3.6,16.5,2174.0,29.0,DAL,NBA,80.0,80.0,2699.0,11.3,25.3,9.7,20.0,1.5,5.3,4.3,5.7,0.6,2.9,3.6,6.1,2.8,0.5,3.7,3.7,28.3,0.445,0.48700000000000004,0.285,0.475,0.752,0.509,2014,SG
2007,James Ennis,108,2014-15,110.0,14.6,0.1,1.9,11.5,2175.0,24.0,MIA,NBA,62.0,3.0,1051.0,5.1,12.4,3.5,7.6,1.6,4.8,4.0,4.7,2.6,6.3,8.8,2.4,1.3,0.9,2.0,4.5,15.7,0.409,0.461,0.326,0.47200000000000003,0.84,0.541,2014,SF
2008,Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,2176.0,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG
2009,Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,2176.0,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG
2010,Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,2176.0,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG
2011,Reggie Evans,106,2014-15,103.0,13.0,-0.1,1.2,11.7,2178.0,34.0,SAC,NBA,47.0,7.0,764.0,3.8,9.0,3.8,8.9,0.0,0.1,4.0,6.4,6.4,13.3,19.7,2.1,1.4,0.3,3.0,6.0,11.6,0.423,0.43,0.0,0.423,0.619,0.49,2014,PF
2012,Tyreke Evans,107,2014-15,103.0,26.1,2.6,4.6,17.7,2179.0,25.0,NOP,NBA,79.0,76.0,2690.0,10.2,22.8,8.8,18.3,1.3,4.4,3.9,5.7,1.6,6.5,8.1,10.2,2.0,0.7,4.8,3.9,25.6,0.447,0.48200000000000004,0.304,0.47700000000000004,0.6940000000000001,0.508,2014,SG
2013,Dante Exum,109,2014-15,90.0,13.8,-0.8,-0.1,5.7,2180.0,19.0,UTA,NBA,82.0,41.0,1817.0,4.2,12.2,1.8,4.4,2.4,7.7,0.6,0.9,0.8,3.0,3.8,5.8,1.2,0.4,3.4,4.3,11.5,0.349,0.408,0.314,0.44799999999999995,0.625,0.457,2014,PG
2014,Festus Ezeli,99,2014-15,111.0,17.7,0.0,1.7,16.2,2181.0,25.0,GSW,NBA,46.0,7.0,504.0,7.4,13.5,7.4,13.5,0.0,0.0,4.7,7.6,5.8,9.2,15.0,0.9,0.7,4.1,3.1,7.5,19.5,0.547,0.547,0.0,0.547,0.628,0.58,2014,C
2015,Kenneth Faried,106,2014-15,111.0,20.3,1.4,5.6,18.4,2182.0,25.0,DEN,NBA,75.0,71.0,2086.0,8.9,17.6,8.9,17.4,0.0,0.2,4.8,6.9,5.8,10.2,16.0,2.1,1.5,1.4,2.8,5.1,22.6,0.507,0.511,0.125,0.507,0.691,0.5479999999999999,2014,PF
2016,Jordan Farmar,108,2014-15,101.0,16.6,0.0,0.6,9.9,2183.0,28.0,LAC,NBA,36.0,0.0,529.0,5.8,15.1,2.5,5.8,3.4,9.3,1.0,1.1,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,0.386,0.426,0.361,0.4970000000000001,0.909,0.513,2014,PG
2017,Derrick Favors,102,2014-15,113.0,23.8,2.6,8.3,21.8,2184.0,23.0,UTA,NBA,74.0,74.0,2280.0,11.2,21.4,11.2,21.2,0.0,0.1,5.2,7.7,4.6,9.6,14.1,2.6,1.4,2.9,2.8,4.9,27.6,0.525,0.527,0.16699999999999998,0.526,0.669,0.5579999999999999,2014,PF
2018,Evan Fournier,111,2014-15,105.0,19.7,-0.1,2.1,12.4,2187.0,22.0,ORL,NBA,58.0,32.0,1661.0,7.8,17.7,5.2,10.8,2.6,6.9,3.3,4.5,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,0.44,0.48,0.37799999999999995,0.514,0.728,0.546,2014,SG
2019,Randy Foye,111,2014-15,102.0,19.3,0.2,1.0,11.0,2188.0,31.0,DEN,NBA,50.0,21.0,1087.0,6.8,18.5,2.5,6.4,4.3,12.1,2.1,2.5,0.4,3.5,3.9,5.5,1.6,0.5,2.8,4.5,20.0,0.368,0.38799999999999996,0.35700000000000004,0.485,0.818,0.51,2014,SG
2020,Jimmer Fredette,111,2014-15,97.0,19.6,-0.4,0.2,9.8,2191.0,25.0,NOP,NBA,50.0,0.0,509.0,6.5,17.1,5.6,12.2,0.9,5.0,4.4,4.6,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,0.38,0.45799999999999996,0.188,0.40700000000000003,0.956,0.479,2014,PG
2021,Joel Freeland,102,2014-15,109.0,13.4,0.0,1.6,12.2,2192.0,27.0,POR,NBA,48.0,8.0,617.0,6.1,12.5,6.1,12.5,0.0,0.0,1.7,2.1,5.1,10.7,15.8,1.3,0.7,1.9,1.9,7.7,14.0,0.49,0.49,0.0,0.49,0.84,0.522,2014,C
2022,Channing Frye,108,2014-15,101.0,14.1,0.5,2.1,9.5,2193.0,31.0,ORL,NBA,75.0,51.0,1870.0,5.2,13.3,1.5,3.9,3.7,9.5,0.8,1.0,0.7,7.3,8.0,2.6,1.3,1.1,2.1,5.2,15.0,0.392,0.39,0.39299999999999996,0.532,0.8859999999999999,0.546,2014,PF
2023,Danilo Gallinari,109,2014-15,114.0,21.5,1.2,3.9,16.8,2194.0,26.0,DEN,NBA,59.0,27.0,1426.0,8.0,19.9,4.2,9.4,3.7,10.5,6.0,6.7,1.1,6.5,7.6,2.9,1.6,0.7,2.0,3.3,25.7,0.401,0.45299999999999996,0.355,0.496,0.895,0.563,2014,SF
2024,Langston Galloway,111,2014-15,101.0,19.2,0.3,1.3,12.3,2195.0,23.0,NYK,NBA,45.0,41.0,1457.0,7.4,18.5,5.1,12.1,2.2,6.4,2.3,2.8,1.3,5.5,6.9,5.4,1.9,0.4,2.2,4.7,19.3,0.39899999999999997,0.424,0.35200000000000004,0.46,0.8079999999999999,0.489,2014,PG
2025,Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,2197.0,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF
2026,Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,2197.0,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF
2027,Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,2197.0,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF
2028,Marc Gasol,100,2014-15,111.0,24.6,4.6,10.2,21.7,2198.0,30.0,MEM,NBA,81.0,81.0,2687.0,10.3,20.8,10.2,20.5,0.1,0.3,6.8,8.5,2.2,10.0,12.2,6.0,1.4,2.5,3.4,4.0,27.4,0.494,0.5,0.17600000000000002,0.496,0.795,0.5579999999999999,2014,C
2029,Pau Gasol,101,2014-15,112.0,24.7,3.2,10.4,22.7,2199.0,34.0,CHI,NBA,78.0,78.0,2681.0,11.0,22.2,10.8,21.7,0.2,0.5,5.7,7.1,4.2,13.5,17.7,4.1,0.5,2.8,3.0,2.8,27.9,0.494,0.495,0.462,0.5,0.8029999999999999,0.55,2014,PF
2030,Rudy Gay,110,2014-15,110.0,27.0,2.5,6.1,19.7,2200.0,28.0,SAC,NBA,68.0,67.0,2408.0,10.6,23.3,9.0,18.7,1.7,4.6,7.0,8.2,2.0,6.3,8.3,5.2,1.5,0.9,3.8,3.3,29.9,0.455,0.479,0.359,0.491,0.858,0.556,2014,SF
